nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
0,5200176020,SARDEGNA,CAGLIARI,TREXENTA,1-Gen-2003,5,,5178,5247,10425
1, , , , , ,,GESICO,453,433,886
2, , , , , ,,GUAMAGGIORE,516,534,1050
3, , , , , ,,GUASILA,1379,1396,2775
4, , , , , ,,ORTACESUS,478,455,933
5, , , , , ,,SENORBI',2352,2429,4781
0,5200176050,SARDEGNA,CAGLIARI,UNIONE DEI COMUNI DEL GERREI,1-Gen-2008,9,,5430,5067,10497
1, , , , , ,,ARMUNGIA,250,239,489
2, , , , , ,,BALLAO,455,422,877
3, , , , , ,,ESCALAPLANO,1191,1077,2268
4, , , , , ,,GONI,262,242,504
5, , , , , ,,SAN BASILIO,658,623,1281
6, , , , , ,,SAN NICOLO' GERREI,424,422,846
7, , , , , ,,SANT'ANDREA FRIUS,954,880,1834
8, , , , , ,,SILIUS,689,582,1271
9, , , , , ,,VILLASALTO,547,580,1127
0,5200176080,SARDEGNA,CAGLIARI,UNIONE DEI COMUNI DEL SARRABUS,1-Gen-2008,5,,9395,9352,18747
1, , , , , ,,CASTIADAS,773,734,1507
2, , , , , ,,MURAVERA,2573,2589,5162
3, , , , , ,,SAN VITO,1896,1926,3822
4, , , , , ,,VILLAPUTZU,2430,2406,4836
5, , , , , ,,VILLASIMIUS,1723,1697,3420
0,5200176090,SARDEGNA,CAGLIARI,UNIONE DEI COMUNI DI NORA E BITHIA,1-Gen-2009,5,,10020,9776,19796
1, , , , , ,,DOMUS DE MARIA,858,817,1675
2, , , , , ,,PULA,3596,3545,7141
3, , , , , ,,SARROCH,2622,2576,5198
4, , , , , ,,TEULADA,1935,1838,3773
5, , , , , ,,VILLA SAN PIETRO,1009,1000,2009
0,5200176040,SARDEGNA,CAGLIARI,UNIONE DEI COMUNI GS4,1-Gen-2006,3,,2273,2375,4648
1, , , , , ,,SELEGAS,695,738,1433
2, , , , , ,,SIURGUS DONIGALA,1006,1074,2080
3, , , , , ,,SUELLI,572,563,1135
0,5200176060,SARDEGNA,CAGLIARI,UNIONE DEI COMUNI I NURAGHI DI MONTE IDDA E FANARIS,1-Gen-2008,4,,6337,6326,12663
1, , , , , ,,DECIMOPUTZU,2165,2150,4315
2, , , , , ,,SILIQUA,1983,2014,3997
3, , , , , ,,VALLERMOSA,992,952,1944
4, , , , , ,,VILLASPECIOSA,1197,1210,2407
0,5200536050,SARDEGNA,NUORO,UNIONE COMUNI D'OGLIASTRA,1-Gen-2008,6,,7828,8138,15966
1, , , , , ,,ARZANA,1253,1248,2501
2, , , , , ,,BARI SARDO,1921,2017,3938
3, , , , , ,,ELINI,272,278,550
4, , , , , ,,ILBONO,1078,1129,2207
5, , , , , ,,LANUSEI,2689,2803,5492
6, , , , , ,,LOCERI,615,663,1278
0,5200536070,SARDEGNA,NUORO,UNIONE COMUNI NORD OGLIASTRA,1-Gen-2011,8,,12196,12471,24667
1, , , , , ,,BAUNEI,1809,1907,3716
2, , , , , ,,GIRASOLE,589,602,1191
3, , , , , ,,LOTZORAI,1068,1083,2151
4, , , , , ,,TALANA,524,545,1069
5, , , , , ,,TORTOLI',5296,5447,10743
6, , , , , ,,TRIEI,595,531,1126
7, , , , , ,,URZULEI,632,663,1295
8, , , , , ,,VILLAGRANDE STRISAILI,1683,1693,3376
0,5200536020,SARDEGNA,NUORO,UNIONE DEI COMUNI BARBAGIA,1-Gen-2008,8,,5070,5197,10267
1, , , , , ,,GAVOI,1373,1417,2790
2, , , , , ,,LODINE,174,184,358
3, , , , , ,,OLLOLAI,669,704,1373
4, , , , , ,,OLZAI,450,453,903
5, , , , , ,,ONIFERI,459,466,925
6, , , , , ,,OVODDA,839,788,1627
7, , , , , ,,SARULE,845,925,1770
8, , , , , ,,TIANA,261,260,521
0,5200536030,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MARGHINE,1-Gen-2008,9,,10900,11540,22440
1, , , , , ,,BIRORI,284,277,561
2, , , , , ,,BOLOTANA,1347,1499,2846
3, , , , , ,,BORORE,1063,1127,2190
4, , , , , ,,BORTIGALI,673,744,1417
5, , , , , ,,LEI,287,279,566
6, , , , , ,,MACOMER,5123,5388,10511
7, , , , , ,,NORAGUGUME,163,175,338
8, , , , , ,,SILANUS,1089,1111,2200
9, , , , , ,,SINDIA,871,940,1811
0,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,,13376,13350,26726
1, , , , , ,,BITTI,1437,1582,3019
2, , , , , ,,LODE',979,915,1894
3, , , , , ,,LULA,763,732,1495
4, , , , , ,,ONANI',213,217,430
5, , , , , ,,ORUNE,1255,1306,2561
6, , , , , ,,OSIDDA,113,117,230
7, , , , , ,,POSADA,1384,1353,2737
8, , , , , ,,SINISCOLA,5765,5704,11469
9, , , , , ,,TORPE',1467,1424,2891
0,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,,6457,6411,12868
1, , , , , ,,GALTELLI',1227,1245,2472
2, , , , , ,,IRGOLI,1202,1143,2345
3, , , , , ,,LOCULI,269,246,515
4, , , , , ,,ONIFAI,370,372,742
5, , , , , ,,OROSEI,3389,3405,6794
0,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,,7296,7440,14736
1, , , , , ,,CARDEDU,875,934,1809
2, , , , , ,,GAIRO,746,768,1514
3, , , , , ,,JERZU,1579,1649,3228
4, , , , , ,,OSINI,416,395,811
5, , , , , ,,PERDASDEFOGU,1029,1013,2042
6, , , , , ,,TERTENIA,1906,1909,3815
7, , , , , ,,ULASSAI,745,772,1517
0,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,,8436,8398,16834
1, , , , , ,,BARATILI SAN PIETRO,663,666,1329
2, , , , , ,,CABRAS,4501,4531,9032
3, , , , , ,,NARBOLIA,906,895,1801
4, , , , , ,,RIOLA SARDO,1088,1058,2146
5, , , , , ,,SAN VERO MILIS,1278,1248,2526
0,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,,5726,5735,11461
1, , , , , ,,PALMAS ARBOREA,743,739,1482
2, , , , , ,,SANTA GIUSTA,2387,2424,4811
3, , , , , ,,SIAMAGGIORE,500,470,970
4, , , , , ,,SOLARUSSA,1240,1227,2467
5, , , , , ,,VILLAURBANA,856,875,1731
0,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,,4285,4527,8812
1, , , , , ,,ARDAULI,448,498,946
2, , , , , ,,BIDONI',76,71,147
3, , , , , ,,BUSACHI,652,727,1379
4, , , , , ,,FORDONGIANUS,470,469,939
5, , , , , ,,NEONELI,354,359,713
6, , , , , ,,NUGHEDU SANTA VITTORIA,236,272,508
7, , , , , ,,SAMUGHEO,1571,1612,3183
8, , , , , ,,SORRADILE,195,222,417
9, , , , , ,,ULA TIRSO,283,297,580
0,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,,8257,8470,16727
1, , , , , ,,BAULADU,349,354,703
2, , , , , ,,BONARCADO,826,801,1627
3, , , , , ,,CUGLIERI,1381,1430,2811
4, , , , , ,,MILIS,769,822,1591
5, , , , , ,,NURACHI,871,919,1790
6, , , , , ,,SANTU LUSSURGIU,1213,1227,2440
7, , , , , ,,SCANO DI MONTIFERRO,753,827,1580
8, , , , , ,,SENEGHE,928,919,1847
9, , , , , ,,SENNARIOLO,80,103,183
10, , , , , ,,TRAMATZA,501,496,997
11, , , , , ,,ZEDDIANI,586,572,1158
0,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,,12594,12586,25180
1, , , , , ,,ARBOREA,2016,2032,4048
2, , , , , ,,MARRUBIU,2502,2419,4921
3, , , , , ,,SAN NICOLO' D'ARCIDANO,1409,1402,2811
4, , , , , ,,TERRALBA,5210,5230,10440
5, , , , , ,,URAS,1457,1503,2960
0,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,,3288,3335,6623
1, , , , , ,,ALLAI,191,179,370
2, , , , , ,,OLLASTRA,612,643,1255
3, , , , , ,,SIAMANNA,417,407,824
4, , , , , ,,SIAPICCIA,199,171,370
5, , , , , ,,SIMAXIS,1152,1157,2309
6, , , , , ,,VILLANOVA TRUSCHEDU,154,169,323
7, , , , , ,,ZERFALIU,563,609,1172
0,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,,6060,6569,12629
1, , , , , ,,BOSA,3891,4135,8026
2, , , , , ,,FLUSSIO,214,240,454
3, , , , , ,,MAGOMADAS,286,303,589
4, , , , , ,,MODOLO,73,92,165
5, , , , , ,,MONTRESTA,264,271,535
6, , , , , ,,SAGAMA,92,101,193
7, , , , , ,,SUNI,521,609,1130
8, , , , , ,,TINNURA,129,139,268
9, , , , , ,,TRESNURAGHES,590,679,1269
0,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,,5295,5258,10553
1, , , , , ,,ALBAGIARA,133,144,277
2, , , , , ,,ALES,776,739,1515
3, , , , , ,,ASSOLO,220,214,434
4, , , , , ,,ASUNI,178,179,357
5, , , , , ,,BARADILI,47,43,90
6, , , , , ,,BARESSA,372,351,723
7, , , , , ,,CURCURIS,149,165,314
8, , , , , ,,GONNOSCODINA,264,241,505
9, , , , , ,,GONNOSNO',392,408,800
10, , , , , ,,MOGORELLA,235,228,463
11, , , , , ,,MORGONGIORI,396,381,777
12, , , , , ,,NURECI,170,178,348
13, , , , , ,,PAU,148,152,300
14, , , , , ,,RUINAS,367,361,728
15, , , , , ,,SENIS,226,253,479
16, , , , , ,,SIMALA,179,178,357
17, , , , , ,,SINI,257,258,515
18, , , , , ,,USELLUS,437,417,854
19, , , , , ,,VILLA SANT'ANTONIO,185,197,382
20, , , , , ,,VILLA VERDE,164,171,335
0,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,,5808,5981,11789
1, , , , , ,,ABBASANTA,1416,1412,2828
2, , , , , ,,AIDOMAGGIORE,221,251,472
3, , , , , ,,BORONEDDU,82,83,165
4, , , , , ,,GHILARZA,2215,2400,4615
5, , , , , ,,NORBELLO,608,570,1178
6, , , , , ,,PAULILATINO,1175,1172,2347
7, , , , , ,,TADASUNI,91,93,184
0,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,,3487,3441,6928
1, , , , , ,,GONNOSTRAMATZA,457,486,943
2, , , , , ,,MASULLAS,597,532,1129
3, , , , , ,,MOGORO,2177,2177,4354
4, , , , , ,,POMPU,139,139,278
5, , , , , ,,SIRIS,117,107,224
0,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,,7676,8081,15757
1, , , , , ,,BANARI,301,309,610
2, , , , , ,,BESSUDE,191,237,428
3, , , , , ,,BONNANARO,472,549,1021
4, , , , , ,,BONORVA,1806,1863,3669
5, , , , , ,,BORUTTA,131,154,285
6, , , , , ,,CHEREMULE,221,234,455
7, , , , , ,,COSSOINE,465,435,900
8, , , , , ,,GIAVE,294,292,586
9, , , , , ,,POZZOMAGGIORE,1340,1377,2717
10, , , , , ,,SEMESTENE,77,94,171
11, , , , , ,,SILIGO,427,485,912
12, , , , , ,,THIESI,1464,1541,3005
13, , , , , ,,TORRALBA,487,511,998
0,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,,105952,113866,219818
1, , , , , ,,ALGHERO,19413,21228,40641
2, , , , , ,,CASTELSARDO,2809,2928,5737
3, , , , , ,,PORTO TORRES,11053,11338,22391
4, , , , , ,,SASSARI,58972,64810,123782
5, , , , , ,,SENNORI,3695,3680,7375
6, , , , , ,,SORSO,7147,7153,14300
7, , , , , ,,STINTINO,782,719,1501
8, , , , , ,,VALLEDORIA,2081,2010,4091
0,5200736060,SARDEGNA,SASSARI,RIVIERA DI GALLURA,14-Lug-2014,4,,7422,7486,14908
1, , , , , ,,BUDONI,2390,2456,4846
2, , , , , ,,GOLFO ARANCI,1107,1181,2288
3, , , , , ,,LOIRI PORTO SAN PAOLO,1622,1612,3234
4, , , , , ,,SAN TEODORO,2303,2237,4540
0,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,,16367,16891,33258
1, , , , , ,,AGGIUS,776,826,1602
2, , , , , ,,AGLIENTU,588,583,1171
3, , , , , ,,BADESI,919,979,1898
4, , , , , ,,BORTIGIADAS,387,413,800
5, , , , , ,,CALANGIANUS,2125,2142,4267
6, , , , , ,,LUOGOSANTO,950,955,1905
7, , , , , ,,LURAS,1299,1352,2651
8, , , , , ,,SANTA TERESA GALLURA,2491,2527,5018
9, , , , , ,,TEMPIO PAUSANIA,6832,7114,13946
0,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,,16758,16744,33502
1, , , , , ,,CARGEGHE,322,322,644
2, , , , , ,,CODRONGIANOS,670,676,1346
3, , , , , ,,FLORINAS,758,789,1547
4, , , , , ,,ITTIRI,4422,4446,8868
5, , , , , ,,MUROS,422,415,837
6, , , , , ,,OLMEDO,2005,1996,4001
7, , , , , ,,OSSI,2893,2983,5876
8, , , , , ,,PUTIFIGARI,375,382,757
9, , , , , ,,TISSI,1148,1141,2289
10, , , , , ,,URI,1544,1472,3016
11, , , , , ,,USINI,2199,2122,4321
0,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,,9911,10020,19931
1, , , , , ,,ARDARA,409,391,800
2, , , , , ,,ITTIREDDU,303,277,580
3, , , , , ,,MORES,940,1005,1945
4, , , , , ,,NUGHEDU SAN NICOLO',434,440,874
5, , , , , ,,OZIERI,5370,5511,10881
6, , , , , ,,PATTADA,1643,1610,3253
7, , , , , ,,TULA,812,786,1598
0,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,,4763,4775,9538
1, , , , , ,,CHIARAMONTI,848,887,1735
2, , , , , ,,ERULA,395,371,766
3, , , , , ,,LAERRU,480,465,945
4, , , , , ,,MARTIS,272,281,553
5, , , , , ,,PERFUGAS,1196,1219,2415
6, , , , , ,,SANTA MARIA COGHINAS,711,719,1430
7, , , , , ,,VIDDALBA,861,833,1694
0,5200736070,SARDEGNA,SASSARI,UNIONE DEI COMUNI GALLURA,1-Gen-2009,4,,9553,9507,19060
1, , , , , ,,ARZACHENA,5723,5724,11447
2, , , , , ,,PALAU,1884,1888,3772
3, , , , , ,,SANT'ANTONIO DI GALLURA,822,797,1619
4, , , , , ,,TELTI,1124,1098,2222
0,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,,2162,2285,4447
1, , , , , ,,MARA,331,351,682
2, , , , , ,,MONTELEONE ROCCA DORIA,51,66,117
3, , , , , ,,PADRIA,347,348,695
4, , , , , ,,ROMANA,274,304,578
5, , , , , ,,VILLANOVA MONTELEONE,1159,1216,2375
0,5201116030,SARDEGNA,SUD SARDEGNA,ARCIPELAGO DEL SULCIS,16-Giu-2011,3,,10228,10391,20619
1, , , , , ,,CALASETTA,1372,1450,2822
2, , , , , ,,CARLOFORTE,3133,3168,6301
3, , , , , ,,SANT'ANTIOCO,5723,5773,11496
0,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,,16096,16574,32670
1, , , , , ,,SAMASSI,2598,2723,5321
2, , , , , ,,SAN GAVINO MONREALE,4332,4562,8894
3, , , , , ,,SARDARA,2039,2129,4168
4, , , , , ,,SERRAMANNA,4615,4644,9259
5, , , , , ,,SERRENTI,2512,2516,5028
0,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,,12834,12974,25808
1, , , , , ,,BARUMINI,653,657,1310
2, , , , , ,,COLLINAS,443,442,885
3, , , , , ,,FURTEI,846,828,1674
4, , , , , ,,GENURI,167,178,345
5, , , , , ,,GESTURI,643,637,1280
6, , , , , ,,LAS PLASSAS,130,127,257
7, , , , , ,,LUNAMATRONA,873,910,1783
8, , , , , ,,PAULI ARBAREI,334,317,651
9, , , , , ,,SANLURI,4128,4332,8460
10, , , , , ,,SEGARIU,621,656,1277
11, , , , , ,,SETZU,74,70,144
12, , , , , ,,SIDDI,351,345,696
13, , , , , ,,TUILI,530,532,1062
14, , , , , ,,TURRI,219,223,442
15, , , , , ,,USSARAMANNA,286,270,556
16, , , , , ,,VILLAMAR,1451,1421,2872
17, , , , , ,,VILLANOVAFORRU,357,324,681
18, , , , , ,,VILLANOVAFRANCA,728,705,1433
0,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,,24713,26123,50836
1, , , , , ,,CARBONIA,13803,15079,28882
2, , , , , ,,GIBA,1041,1079,2120
3, , , , , ,,MASAINAS,667,683,1350
4, , , , , ,,NUXIS,806,825,1631
5, , , , , ,,PERDAXIUS,751,724,1475
6, , , , , ,,PISCINAS,416,456,872
7, , , , , ,,SAN GIOVANNI SUERGIU,3020,3000,6020
8, , , , , ,,SANT'ANNA ARRESI,1362,1350,2712
9, , , , , ,,SANTADI,1760,1810,3570
10, , , , , ,,TRATALIAS,544,563,1107
11, , , , , ,,VILLAPERUCCIO,543,554,1097
0,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,,9449,9591,19040
1, , , , , ,,BUGGERRU,531,577,1108
2, , , , , ,,DOMUSNOVAS,3156,3260,6416
3, , , , , ,,FLUMINIMAGGIORE,1463,1503,2966
4, , , , , ,,MUSEI,786,736,1522
5, , , , , ,,NARCAO,1680,1693,3373
6, , , , , ,,VILLAMASSARGIA,1833,1822,3655
0,5190016040,SICILIA,AGRIGENTO,ALTO VERDURA E GEBBIA,1-Gen-2003,4,,3607,3891,7498
1, , , , , ,,BURGIO,1327,1453,2780
2, , , , , ,,CALAMONACI,675,700,1375
3, , , , , ,,LUCCA SICULA,942,975,1917
4, , , , , ,,VILLAFRANCA SICULA,663,763,1426
0,5190016010,SICILIA,AGRIGENTO,"BOVO MARINA, ERACLEA MINOA, TORRE SALSA",1-Gen-2003,3,,5389,5761,11150
1, , , , , ,,CATTOLICA ERACLEA,1909,2066,3975
2, , , , , ,,MONTALLEGRO,1229,1314,2543
3, , , , , ,,SICULIANA,2251,2381,4632
0,5190016030,SICILIA,AGRIGENTO,FEUDO D'ALI',1-Gen-2003,4,,8694,9432,18126
1, , , , , ,,JOPPOLO GIANCAXIO,582,628,1210
2, , , , , ,,RAFFADALI,6125,6712,12837
3, , , , , ,,SANT'ANGELO MUXARO,703,768,1471
4, , , , , ,,SANTA ELISABETTA,1284,1324,2608
0,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,,9097,9818,18915
1, , , , , ,,ALESSANDRIA DELLA ROCCA,1465,1653,3118
2, , , , , ,,BIVONA,1895,1987,3882
3, , , , , ,,CIANCIANA,1693,1824,3517
4, , , , , ,,SAN BIAGIO PLATANI,1659,1842,3501
5, , , , , ,,SANTO STEFANO QUISQUINA,2385,2512,4897
0,5190016020,SICILIA,AGRIGENTO,TERRE SICANE,1-Gen-2003,4,,13793,14591,28384
1, , , , , ,,MENFI,6187,6524,12711
2, , , , , ,,MONTEVAGO,1473,1542,3015
3, , , , , ,,SAMBUCA DI SICILIA,3015,3099,6114
4, , , , , ,,SANTA MARGHERITA DI BELICE,3118,3426,6544
0,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,,18927,20518,39445
1, , , , , ,,BOMPENSIERE,303,307,610
2, , , , , ,,DELIA,2022,2303,4325
3, , , , , ,,MILENA,1539,1639,3178
4, , , , , ,,MONTEDORO,750,893,1643
5, , , , , ,,SAN CATALDO,11321,12103,23424
6, , , , , ,,SERRADIFALCO,2992,3273,6265
0,5190216040,SICILIA,CATANIA,AREA INTERNA ETNA -  NEBRODI- ALCANTARA ,3-Ott-2023,3,,16059,17581,33640
1, , , , , ,,BRONTE,9195,10039,19234
2, , , , , ,,CASTIGLIONE DI SICILIA,1582,1716,3298
3, , , , , ,,RANDAZZO,5282,5826,11108
0,5190216020,SICILIA,CATANIA,NOCELLARA DELL'ETNA,1-Gen-2009,2,,5458,5540,10998
1, , , , , ,,RAGALNA,1866,1810,3676
2, , , , , ,,SANTA MARIA DI LICODIA,3592,3730,7322
0,5190216030,SICILIA,CATANIA,UNIONE DEI COMUNI NEBRODI-ETNA,1-Set-2008,3,,4997,5261,10258
1, , , , , ,,CESARO',1238,1334,2572
2, , , , , ,,MALETTO,1911,2104,4015
3, , , , , ,,MANIACE,1848,1823,3671
0,5190216010,SICILIA,CATANIA,UNIONE TERRA DEL VERGA,1-Gen-2006,2,,4995,5403,10398
1, , , , , ,,MAZZARRONE,1970,2019,3989
2, , , , , ,,VIZZINI,3025,3384,6409
0,5190286010,SICILIA,ENNA,UNIONE CORONE DEGLI EREI,1-Gen-2005,3,,6337,6690,13027
1, , , , , ,,CASTEL DI IUDICA,2330,2418,4748
2, , , , , ,,CATENANUOVA,2421,2578,4999
3, , , , , ,,RADDUSA,1586,1694,3280
0,5190486060,SICILIA,MESSINA,ALTO ALCANTARA,1-Gen-2005,4,,1608,1720,3328
1, , , , , ,,MALVAGNA,366,428,794
2, , , , , ,,MOJO ALCANTARA,365,391,756
3, , , , , ,,ROCCELLA VALDEMONE,346,365,711
4, , , , , ,,SANTA DOMENICA VITTORIA,531,536,1067
0,5190486120,SICILIA,MESSINA,COMPRENSORIO DI NAXOS E TAORMINA,1-Gen-2010,3,,4893,5409,10302
1, , , , , ,,GALLODORO,185,196,381
2, , , , , ,,GIARDINI NAXOS,4390,4878,9268
3, , , , , ,,MONGIUFFI MELIA,318,335,653
0,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,,11910,12935,24845
1, , , , , ,,ALI',416,407,823
2, , , , , ,,ANTILLO,500,492,992
3, , , , , ,,CASALVECCHIO SICULO,464,443,907
4, , , , , ,,FURCI SICULO,1665,1763,3428
5, , , , , ,,MANDANICI,299,330,629
6, , , , , ,,PAGLIARA,580,650,1230
7, , , , , ,,ROCCAFIORITA,102,126,228
8, , , , , ,,ROCCALUMERA,1936,2169,4105
9, , , , , ,,SANT'ALESSIO SICULO,687,810,1497
10, , , , , ,,SANTA TERESA DI RIVA,4423,4817,9240
11, , , , , ,,SAVOCA,838,928,1766
0,5190486090,SICILIA,MESSINA,TERRA DEI LANCIA,1-Gen-2009,2,,3569,3823,7392
1, , , , , ,,BROLO,2810,3016,5826
2, , , , , ,,FICARRA,759,807,1566
0,5190486130,SICILIA,MESSINA,TRINACRIA DEL TIRRENO,18-Gen-2010,4,,7265,7723,14988
1, , , , , ,,GUALTIERI SICAMINO',860,974,1834
2, , , , , ,,PACE DEL MELA,3128,3260,6388
3, , , , , ,,SAN PIER NICETO,1421,1490,2911
4, , , , , ,,VENETICO,1856,1999,3855
0,5190486050,SICILIA,MESSINA,UNIONE  VIA REGIA DELL'ALCANTARA,1-Gen-2005,3,,4166,4395,8561
1, , , , , ,,FRANCAVILLA DI SICILIA,1857,2044,3901
2, , , , , ,,GAGGI,1546,1592,3138
3, , , , , ,,GRANITI,763,759,1522
0,5190486100,SICILIA,MESSINA,UNIONE COSTA ALESINA,1-Gen-2009,2,,1872,2007,3879
1, , , , , ,,MOTTA D'AFFERMO,403,425,828
2, , , , , ,,TUSA,1469,1582,3051
0,5190486030,SICILIA,MESSINA,UNIONE DEI COMUNI DEI NEBRODI,1-Gen-2004,3,,1591,1726,3317
1, , , , , ,,FRAZZANO',363,392,755
2, , , , , ,,LONGI,757,805,1562
3, , , , , ,,MIRTO,471,529,1000
0,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,,20091,22291,42382
1, , , , , ,,CAPO D'ORLANDO,6239,7021,13260
2, , , , , ,,CARONIA,1629,1834,3463
3, , , , , ,,SAN FRATELLO,1916,2026,3942
4, , , , , ,,SANT'AGATA DI MILITELLO,6060,6743,12803
5, , , , , ,,SANTO STEFANO DI CAMASTRA,2185,2489,4674
6, , , , , ,,TORRENOVA,2062,2178,4240
0,5190486070,SICILIA,MESSINA,UNIONE DEI PAESI DEI NEBRODI,1-Gen-2007,3,,3812,4165,7977
1, , , , , ,,CAPRI LEONE,2190,2326,4516
2, , , , , ,,SAN MARCO D'ALUNZIO,1001,1082,2083
3, , , , , ,,SAN SALVATORE DI FITALIA,621,757,1378
0,5190486110,SICILIA,MESSINA,UNIONE VALDEMONE BIS,1-Gen-2009,2,,1627,1779,3406
1, , , , , ,,ALCARA LI FUSI,985,1087,2072
2, , , , , ,,MILITELLO ROSMARINO,642,692,1334
0,5190486020,SICILIA,MESSINA,UNIONE VALLE DEL PATRI',1-Gen-2004,2,,1753,1885,3638
1, , , , , ,,CASTROREALE,1221,1327,2548
2, , , , , ,,FONDACHELLI-FANTINA,532,558,1090
0,5190486010,SICILIA,MESSINA,VALLE DEI NEBRODI,1-Gen-2003,3,,6173,6648,12821
1, , , , , ,,CASTELL'UMBERTO,1561,1734,3295
2, , , , , ,,GALATI MAMERTINO,1299,1495,2794
3, , , , , ,,TORTORICI,3313,3419,6732
0,5190486160,SICILIA,MESSINA,VALLE DEL NISI - AREA DELLE TERME,17-Feb-2023,3,,3779,4070,7849
1, , , , , ,,ALI' TERME,1227,1340,2567
2, , , , , ,,FIUMEDINISI,757,802,1559
3, , , , , ,,NIZZA DI SICILIA,1795,1928,3723
0,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,,6383,6905,13288
1, , , , , ,,CONDRO',232,249,481
2, , , , , ,,MONFORTE SAN GIORGIO,1378,1502,2880
3, , , , , ,,ROCCAVALDINA,559,590,1149
4, , , , , ,,TORREGROTTA,3554,3872,7426
5, , , , , ,,VALDINA,660,692,1352
0,5190486150,SICILIA,MESSINA,VALLE DI MONTI SCUDERI,14-Gen-2010,2,,1867,2045,3912
1, , , , , ,,ITALA,797,866,1663
2, , , , , ,,SCALETTA ZANCLEA,1070,1179,2249
0,5190556020,SICILIA,PALERMO,BASSA VALLE DEL TORTO,1-Gen-2002,2,,4002,4176,8178
1, , , , , ,,CERDA,2636,2755,5391
2, , , , , ,,SCIARA,1366,1421,2787
0,5190556140,SICILIA,PALERMO,BESA,1-Gen-2005,3,,4245,4555,8800
1, , , , , ,,CONTESSA ENTELLINA,916,949,1865
2, , , , , ,,PIANA DEGLI ALBANESI,2867,3143,6010
3, , , , , ,,SANTA CRISTINA GELA,462,463,925
0,5190556220,SICILIA,PALERMO,CIMINNA E VENTIMIGLIA DI SICILIA SAN LEONARDO,1-Gen-2009,2,,2872,3053,5925
1, , , , , ,,CIMINNA,1849,1996,3845
2, , , , , ,,VENTIMIGLIA DI SICILIA,1023,1057,2080
0,5190556050,SICILIA,PALERMO,CORLEONESE,1-Gen-2002,2,,6127,6491,12618
1, , , , , ,,CAMPOFIORITO,650,682,1332
