nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
0,1030496030,LOMBARDIA,MILANO,UNIONE DEI COMUNI I FONTANILI,31-Dic-2012,9,,19945,20899,40844
1, , , , , ,,BESATE,998,1024,2022
2, , , , , ,,BINASCO,3413,3745,7158
3, , , , , ,,BUBBIANO,1102,1113,2215
4, , , , , ,,CASARILE,1879,1988,3867
5, , , , , ,,GAGGIANO,4374,4559,8933
6, , , , , ,,GUDO VISCONTI,829,882,1711
7, , , , , ,,NOVIGLIO,2134,2103,4237
8, , , , , ,,ROSATE,2645,2750,5395
9, , , , , ,,VERMEZZO CON ZELO,2571,2735,5306
0,1030496050,LOMBARDIA,MILANO,UNIONE DI COMUNI LOMBARDA ADDA MARTESANA,16-Giu-2016,3,,7784,8059,15843
1, , , , , ,,BELLINZAGO LOMBARDO,1859,1951,3810
2, , , , , ,,LISCATE,2057,1993,4050
3, , , , , ,,POZZUOLO MARTESANA,3868,4115,7983
0,1030496020,LOMBARDIA,MILANO,UNIONE LOMBARDA DEI COMUNI BASIANO E MASATE,1-Gen-2002,2,,3449,3502,6951
1, , , , , ,,BASIANO,1807,1832,3639
2, , , , , ,,MASATE,1642,1670,3312
0,1031046020,LOMBARDIA,MONZA E DELLA BRIANZA,PRIME TERRE DI BRIANZA,3-Nov-2015,2,,4924,5244,10168
1, , , , , ,,CAMPARADA,983,1091,2074
2, , , , , ,,LESMO,3941,4153,8094
0,1031046010,LOMBARDIA,MONZA E DELLA BRIANZA,UNIONE DEI COMUNI DEI TRE PARCHI,21-Mag-2014,3,,17717,19009,36726
1, , , , , ,,BURAGO DI MOLGORA,2041,2199,4240
2, , , , , ,,CARNATE,3568,3609,7177
3, , , , , ,,VIMERCATE,12108,13201,25309
0,1030576110,LOMBARDIA,PAVIA,CAMPOSPINOSO E ALBAREDO,1-Gen-2000,1,,649,667,1316
1, , , , , ,,CAMPOSPINOSO ALBAREDO,649,667,1316
0,1030576010,LOMBARDIA,PAVIA,DELL'ALTA VALLE VERSA,1-Gen-2000,3,,440,460,900
1, , , , , ,,GOLFERENZO,110,96,206
2, , , , , ,,MONTECALVO VERSIGGIA,265,296,561
3, , , , , ,,VOLPARA,65,68,133
0,1030576220,LOMBARDIA,PAVIA,"FRASCAROLO, TORRE BERETTI E CASTELLARO",1-Gen-2003,2,,876,926,1802
1, , , , , ,,FRASCAROLO,583,631,1214
2, , , , , ,,TORRE BERETTI E CASTELLARO,293,295,588
0,1030576360,LOMBARDIA,PAVIA,MAGHERNO-TORRE D'ARESE,21-Apr-2022,2,,1324,1343,2667
1, , , , , ,,MAGHERNO,825,865,1690
2, , , , , ,,TORRE D'ARESE,499,478,977
0,1030576040,LOMBARDIA,PAVIA,OLTREPO CENTRALE,1-Gen-2000,3,,945,983,1928
1, , , , , ,,CORVINO SAN QUIRICO,498,536,1034
2, , , , , ,,MORNICO LOSANA,364,357,721
3, , , , , ,,OLIVA GESSI,83,90,173
0,1030576320,LOMBARDIA,PAVIA,UNIONE DEI COMUNI LOMBARDA BORGHI E VALLI D'OLTREPO,6-Apr-2016,4,,1171,1175,2346
1, , , , , ,,BORGO PRIOLO,701,681,1382
2, , , , , ,,BORGORATTO MORMOROLO,203,220,423
3, , , , , ,,MONTESEGALE,154,153,307
4, , , , , ,,ROCCA SUSELLA,113,121,234
0,1030576200,LOMBARDIA,PAVIA,"UNIONE DEI COMUNI LOMBARDA DI SANTA CRISTINA BISSONE,  BADIA PAVESE E MONTICELLI PAVESE",1-Gen-2003,3,,1599,1542,3141
1, , , , , ,,BADIA PAVESE,203,199,402
2, , , , , ,,MONTICELLI PAVESE,358,353,711
3, , , , , ,,SANTA CRISTINA E BISSONE,1038,990,2028
0,1030576310,LOMBARDIA,PAVIA,UNIONE DEI COMUNI LOMBARDA DI VERRUA PO E REA,1-Gen-2010,2,,835,916,1751
1, , , , , ,,REA,191,241,432
2, , , , , ,,VERRUA PO,644,675,1319
0,1030576030,LOMBARDIA,PAVIA,UNIONE DEI COMUNI LOMBARDA OLTREPADANI,1-Gen-1999,3,,1133,1240,2373
1, , , , , ,,CORANA,378,420,798
2, , , , , ,,CORNALE E BASTIDA,419,476,895
3, , , , , ,,SILVANO PIETRA,336,344,680
0,1030576350,LOMBARDIA,PAVIA,UNIONE DEI COMUNI LOMBARDA OLTREPO LOMBARDO,30-Set-2015,2,,258,253,511
1, , , , , ,,CALVIGNANO,59,69,128
2, , , , , ,,FORTUNAGO,199,184,383
0,1030576280,LOMBARDIA,PAVIA,UNIONE DI COMUNI LOMBARDA COLLINE D'OLTREPO,1-Gen-2010,3,,586,544,1130
1, , , , , ,,LIRIO,71,65,136
2, , , , , ,,PIETRA DE' GIORGI,472,443,915
3, , , , , ,,ROCCA DE' GIORGI,43,36,79
0,1030576150,LOMBARDIA,PAVIA,UNIONE DI COMUNI LOMBARDA PRIMA COLLINA,1-Gen-2001,3,,1231,1319,2550
1, , , , , ,,CANNETO PAVESE,685,738,1423
2, , , , , ,,CASTANA,358,386,744
3, , , , , ,,MONTESCANO,188,195,383
0,1030576340,LOMBARDIA,PAVIA,UNIONE DI COMUNI LOMBARDA TERRE DEI MALASPINA,16-Apr-2016,2,,531,513,1044
1, , , , , ,,CECIMA,122,111,233
2, , , , , ,,PONTE NIZZA,409,402,811
0,1030576290,LOMBARDIA,PAVIA,UNIONE DI COMUNI LOMBARDA TERRE VISCONTEE -  BASSO PAVESE,1-Gen-2010,2,,3437,3699,7136
1, , , , , ,,BELGIOIOSO,3017,3270,6287
2, , , , , ,,FILIGHERA,420,429,849
0,1030576140,LOMBARDIA,PAVIA,UNIONE MICROPOLIS,1-Gen-2001,2,,743,797,1540
1, , , , , ,,CERVESINA,582,642,1224
2, , , , , ,,PANCARANA,161,155,316
0,1030776010,LOMBARDIA,SONDRIO,DELLA VALMALENCO,1-Gen-2001,3,,2717,2746,5463
1, , , , , ,,CASPOGGIO,729,771,1500
2, , , , , ,,CHIESA IN VALMALENCO,1288,1303,2591
3, , , , , ,,LANZADA,700,672,1372
0,1030776030,LOMBARDIA,SONDRIO,SPRIANA E TORRE DI SANTA MARIA,1-Gen-2002,2,,454,471,925
1, , , , , ,,SPRIANA,52,49,101
2, , , , , ,,TORRE DI SANTA MARIA,402,422,824
0,1030866010,LOMBARDIA,VARESE,LONATE POZZOLO E FERNO,1-Gen-2000,2,,9229,9305,18534
1, , , , , ,,FERNO,3399,3387,6786
2, , , , , ,,LONATE POZZOLO,5830,5918,11748
0,1030866030,LOMBARDIA,VARESE,UNIONE DEI COMUNI LOMBARDA PREALPI,29-Apr-2015,4,,1128,1128,2256
1, , , , , ,,AGRA,198,181,379
2, , , , , ,,CURIGLIA CON MONTEVIASCO,94,96,190
3, , , , , ,,DUMENZA,716,717,1433
4, , , , , ,,TRONZANO LAGO MAGGIORE,120,134,254
0,1030866020,LOMBARDIA,VARESE,UNIONE DEL MEDIO VERBANO,1-Gen-2005,9,,9902,10148,20050
1, , , , , ,,CARAVATE,1317,1295,2612
2, , , , , ,,CASALZUIGNO,659,645,1304
3, , , , , ,,CASTELLO CABIAGLIO,273,257,530
4, , , , , ,,CITTIGLIO,1961,2011,3972
5, , , , , ,,CUVIO,833,865,1698
6, , , , , ,,GEMONIO,1405,1478,2883
7, , , , , ,,LEGGIUNO,1735,1836,3571
8, , , , , ,,MONVALLE,944,1000,1944
9, , , , , ,,SANGIANO,775,761,1536
0,3110036010,MARCHE,ANCONA,BELVEDERE OSTRENSE - MORRO D'ALBA - SAN MARCELLO,1-Gen-2000,3,,3119,3215,6334
1, , , , , ,,BELVEDERE OSTRENSE,1127,1161,2288
2, , , , , ,,MORRO D'ALBA,973,1004,1977
3, , , , , ,,SAN MARCELLO,1019,1050,2069
0,3110036040,MARCHE,ANCONA,DELLA MEDIA VALLESINA,1-Gen-2003,6,,7409,7949,15358
1, , , , , ,,CASTELPLANIO,1706,1776,3482
2, , , , , ,,MAIOLATI SPONTINI,2936,3239,6175
3, , , , , ,,MONTECAROTTO,999,1081,2080
4, , , , , ,,POGGIO SAN MARCELLO,361,370,731
5, , , , , ,,ROSORA,959,1029,1988
6, , , , , ,,SAN PAOLO DI JESI,448,454,902
0,3110036100,MARCHE,ANCONA,LE TERRE DELLA MARCA SENONE,16-Mar-2018,7,,34711,37485,72196
1, , , , , ,,ARCEVIA,2361,2553,4914
2, , , , , ,,BARBARA,692,716,1408
3, , , , , ,,OSTRA,3284,3459,6743
4, , , , , ,,OSTRA VETERE,1697,1774,3471
5, , , , , ,,SENIGALLIA,21131,23230,44361
6, , , , , ,,SERRA DE' CONTI,1806,1916,3722
7, , , , , ,,TRECASTELLI,3740,3837,7577
0,3110036030,MARCHE,ANCONA,MISA-NEVOLA,1-Gen-2001,2,,3339,3469,6808
1, , , , , ,,CASTELLEONE DI SUASA,842,860,1702
2, , , , , ,,CORINALDO,2497,2609,5106
0,3110036070,MARCHE,ANCONA,MONTEMARCIANO E MONTE SAN VITO,1-Gen-2006,2,,8216,8600,16816
1, , , , , ,,MONTE SAN VITO,3247,3459,6706
2, , , , , ,,MONTEMARCIANO,4969,5141,10110
0,3110036090,MARCHE,ANCONA,UNIONE DEI COMUNI DI CASTELBELLINO E MONTE ROBERTO,23-Mar-2016,2,,3767,4022,7789
1, , , , , ,,CASTELBELLINO,2289,2474,4763
2, , , , , ,,MONTE ROBERTO,1478,1548,3026
0,3110036080,MARCHE,ANCONA,UNIONE MONTANA DELL'ESINO FRASASSI,1-Gen-2015,4,,21755,23731,45486
1, , , , , ,,CERRETO D'ESI,1965,2002,3967
2, , , , , ,,FABRIANO,14752,16268,31020
3, , , , , ,,SASSOFERRATO,3648,3884,7532
4, , , , , ,,SERRA SAN QUIRICO,1390,1577,2967
0,3110036050,MARCHE,ANCONA,UNIONE TERRA DEI CASTELLI,1-Gen-2005,2,,4545,4652,9197
1, , , , , ,,AGUGLIANO,2377,2493,4870
2, , , , , ,,POLVERIGI,2168,2159,4327
0,3110066030,MARCHE,ASCOLI PICENO,UNIONE MONTANA DEI SIBILLINI,1-Gen-2015,8,,6497,6722,13219
1, , , , , ,,AMANDOLA,1804,1905,3709
2, , , , , ,,COMUNANZA,1596,1608,3204
3, , , , , ,,FORCE,700,728,1428
4, , , , , ,,MONTEFALCONE APPENNINO,227,218,445
5, , , , , ,,MONTEFORTINO,609,605,1214
6, , , , , ,,MONTELPARO,422,439,861
7, , , , , ,,ROTELLA,452,484,936
8, , , , , ,,SANTA VITTORIA IN MATENANO,687,735,1422
0,3110066040,MARCHE,ASCOLI PICENO,UNIONE MONTANA DEL TRONTO E VALFLUVIONE,1-Gen-2015,8,,6938,7192,14130
1, , , , , ,,ACQUASANTA TERME,1501,1549,3050
2, , , , , ,,APPIGNANO DEL TRONTO,891,961,1852
3, , , , , ,,ARQUATA DEL TRONTO,640,647,1287
4, , , , , ,,CASTIGNANO,1448,1499,2947
5, , , , , ,,MONTEGALLO,282,291,573
6, , , , , ,,PALMIANO,102,112,214
7, , , , , ,,ROCCAFLUVIONE,1033,1028,2061
8, , , , , ,,VENAROTTA,1041,1105,2146
0,3110066020,MARCHE,ASCOLI PICENO,VALLATA DEL TRONTO,1-Gen-2005,5,,13119,13562,26681
1, , , , , ,,CASTEL DI LAMA,4198,4272,8470
2, , , , , ,,CASTORANO,1152,1170,2322
3, , , , , ,,COLLI DEL TRONTO,1758,1808,3566
4, , , , , ,,OFFIDA,2527,2688,5215
5, , , , , ,,SPINETOLI,3484,3624,7108
0,3111056010,MARCHE,FERMO,VALDASO,1-Gen-2000,5,,4575,4741,9316
1, , , , , ,,ALTIDONA,1577,1657,3234
2, , , , , ,,CAMPOFILONE,975,976,1951
3, , , , , ,,LAPEDONA,592,583,1175
4, , , , , ,,MONTERUBBIANO,1140,1211,2351
5, , , , , ,,MORESCO,291,314,605
0,3110446020,MARCHE,MACERATA,UNIONE MONTANA DEI MONTI AZZURRI,1-Gen-2015,16,,20493,21922,42415
1, , , , , ,,BELFORTE DEL CHIENTI,903,957,1860
2, , , , , ,,CALDAROLA,896,943,1839
3, , , , , ,,CAMPOROTONDO DI FIASTRONE,270,319,589
4, , , , , ,,CASTELSANTANGELO SUL NERA,173,137,310
5, , , , , ,,CESSAPALOMBO,275,271,546
6, , , , , ,,COLMURANO,638,640,1278
7, , , , , ,,GUALDO,420,448,868
8, , , , , ,,LORO PICENO,1190,1291,2481
9, , , , , ,,MONTE SAN MARTINO,372,420,792
10, , , , , ,,PENNA SAN GIOVANNI,545,609,1154
11, , , , , ,,RIPE SAN GINESIO,419,441,860
12, , , , , ,,SAN GINESIO,1756,1888,3644
13, , , , , ,,SANT'ANGELO IN PONTANO,690,793,1483
14, , , , , ,,SARNANO,1591,1776,3367
15, , , , , ,,SERRAPETRONA,493,515,1008
16, , , , , ,,TOLENTINO,9862,10474,20336
0,3110446030,MARCHE,MACERATA,UNIONE MONTANA MARCA DI CAMERINO,1-Gen-2015,6,,5537,5982,11519
1, , , , , ,,CAMERINO,3269,3633,6902
2, , , , , ,,FIASTRA,350,350,700
3, , , , , ,,MUCCIA,440,489,929
4, , , , , ,,PIEVE TORINA,728,755,1483
5, , , , , ,,SERRAVALLE DI CHIENTI,546,539,1085
6, , , , , ,,USSITA,204,216,420
0,3110446010,MARCHE,MACERATA,UNIONE MONTANA POTENZA ESINO MUSONE,1-Gen-2015,12,,27661,29228,56889
1, , , , , ,,APIRO,1169,1252,2421
2, , , , , ,,CASTELRAIMONDO,2309,2432,4741
3, , , , , ,,CINGOLI,5128,5381,10509
4, , , , , ,,ESANATOGLIA,1019,1128,2147
5, , , , , ,,FIUMINATA,736,761,1497
6, , , , , ,,GAGLIOLE,338,317,655
7, , , , , ,,MATELICA,4944,5234,10178
8, , , , , ,,PIORACO,586,664,1250
9, , , , , ,,POGGIO SAN VICINO,147,150,297
10, , , , , ,,SAN SEVERINO MARCHE,6247,6771,13018
11, , , , , ,,SEFRO,218,213,431
12, , , , , ,,TREIA,4820,4925,9745
0,3110596050,MARCHE,PESARO E URBINO,PIAN DEL BRUSCOLO,1-Gen-2003,7,,66751,71308,138059
1, , , , , ,,GABICCE MARE,2811,3034,5845
2, , , , , ,,GRADARA,2373,2385,4758
3, , , , , ,,MOMBAROCCIO,1077,1057,2134
4, , , , , ,,MONTELABBATE,3405,3314,6719
5, , , , , ,,PESARO,45715,50208,95923
6, , , , , ,,TAVULLIA,3957,3909,7866
7, , , , , ,,VALLEFOGLIA,7413,7401,14814
0,3110596080,MARCHE,PESARO E URBINO,UNIONE MONTANA ALTA VALLE METAURO,1-Gen-2015,11,,22699,23674,46373
1, , , , , ,,BORGO PACE,320,323,643
2, , , , , ,,FERMIGNANO,4247,4368,8615
3, , , , , ,,ISOLA DEL PIANO,329,306,635
4, , , , , ,,MERCATELLO SUL METAURO,706,731,1437
5, , , , , ,,MONTECALVO IN FOGLIA,1309,1391,2700
6, , , , , ,,PEGLIO,360,375,735
7, , , , , ,,PETRIANO,1423,1391,2814
8, , , , , ,,PIOBBICO,1048,1061,2109
9, , , , , ,,SANT'ANGELO IN VADO,2020,2087,4107
10, , , , , ,,URBANIA,3440,3637,7077
11, , , , , ,,URBINO,7497,8004,15501
0,3110596090,MARCHE,PESARO E URBINO,UNIONE MONTANA DEL CATRIA E DEL NERONE,1-Gen-2015,6,,9841,10484,20325
1, , , , , ,,ACQUALAGNA,2212,2284,4496
2, , , , , ,,APECCHIO,989,1024,2013
3, , , , , ,,CAGLI,4309,4704,9013
4, , , , , ,,CANTIANO,1154,1202,2356
5, , , , , ,,FRONTONE,638,710,1348
6, , , , , ,,SERRA SANT'ABBONDIO,539,560,1099
0,3110596100,MARCHE,PESARO E URBINO,UNIONE MONTANA DEL MONTEFELTRO,1-Gen-2015,12,,8959,9173,18132
1, , , , , ,,BELFORTE ALL'ISAURO,386,402,788
2, , , , , ,,CARPEGNA,820,850,1670
3, , , , , ,,FRONTINO,161,152,313
4, , , , , ,,LUNANO,776,752,1528
5, , , , , ,,MACERATA FELTRIA,979,1093,2072
6, , , , , ,,MERCATINO CONCA,552,556,1108
7, , , , , ,,MONTE CERIGNONE,330,348,678
8, , , , , ,,MONTE GRIMANO TERME,581,585,1166
9, , , , , ,,PIANDIMELETO,1066,1080,2146
10, , , , , ,,PIETRARUBBIA,340,349,689
11, , , , , ,,SASSOCORVARO AUDITORE,2547,2533,5080
12, , , , , ,,TAVOLETO,421,473,894
0,3110596060,MARCHE,PESARO E URBINO,VALLE DEL METAURO,28-Mag-2013,2,,10013,10003,20016
1, , , , , ,,CARTOCETO,3919,3931,7850
2, , , , , ,,COLLI AL METAURO,6094,6072,12166
0,4140196050,MOLISE,CAMPOBASSO,ALTO BIFERNO,1-Gen-2003,3,,1722,1776,3498
1, , , , , ,,BUSSO,675,692,1367
2, , , , , ,,CASALCIPRANO,264,307,571
3, , , , , ,,ORATINO,783,777,1560
0,4140196030,MOLISE,CAMPOBASSO,BASSO BIFERNO,1-Gen-2001,10,,21244,21674,42918
1, , , , , ,,CAMPOMARINO,3566,3502,7068
2, , , , , ,,GUGLIONESI,2746,2703,5449
3, , , , , ,,LARINO,3565,3577,7142
4, , , , , ,,MONTECILFONE,693,730,1423
5, , , , , ,,MONTENERO DI BISACCIA,3309,3340,6649
6, , , , , ,,PETACCIATO,1801,1837,3638
7, , , , , ,,PORTOCANNONE,1249,1300,2549
8, , , , , ,,SAN GIACOMO DEGLI SCHIAVONI,686,724,1410
9, , , , , ,,SAN MARTINO IN PENSILIS,2320,2477,4797
10, , , , , ,,URURI,1309,1484,2793
0,4140196040,MOLISE,CAMPOBASSO,DELLA VALLE DEL TAMMARO,1-Gen-2001,6,,6499,6543,13042
1, , , , , ,,CERCEMAGGIORE,1977,1950,3927
2, , , , , ,,CERCEPICCOLA,317,368,685
3, , , , , ,,MIRABELLO SANNITICO,1069,1088,2157
4, , , , , ,,SAN GIULIANO DEL SANNIO,512,538,1050
5, , , , , ,,SEPINO,1024,961,1985
6, , , , , ,,VINCHIATURO,1600,1638,3238
0,4140196070,MOLISE,CAMPOBASSO,DELLE SORGENTI DEL BIFERNO,1-Gen-2005,7,,6248,6591,12839
1, , , , , ,,BOJANO,3817,4129,7946
2, , , , , ,,CAMPOCHIARO,298,339,637
3, , , , , ,,COLLE D'ANCHISE,394,408,802
4, , , , , ,,GUARDIAREGIA,387,400,787
5, , , , , ,,SAN MASSIMO,445,391,836
6, , , , , ,,SAN POLO MATESE,232,226,458
7, , , , , ,,SPINETE,675,698,1373
0,4140196010,MOLISE,CAMPOBASSO,MEDIO SANNIO,1-Gen-2000,11,,5427,5587,11014
1, , , , , ,,CASTROPIGNANO,486,543,1029
2, , , , , ,,DURONIA,216,215,431
3, , , , , ,,FOSSALTO,715,765,1480
4, , , , , ,,LIMOSANO,437,389,826
5, , , , , ,,MOLISE,89,73,162
6, , , , , ,,PIETRACUPA,109,119,228
7, , , , , ,,SALCITO,358,337,695
8, , , , , ,,SAN BIASE,101,108,209
9, , , , , ,,SANT'ANGELO LIMOSANO,168,180,348
10, , , , , ,,TORELLA DEL SANNIO,393,401,794
11, , , , , ,,TRIVENTO,2355,2457,4812
0,4140196080,MOLISE,CAMPOBASSO,UNIONE DEI COMUNI DEL TAPPINO,1-Gen-2006,5,,3562,3726,7288
1, , , , , ,,CAMPODIPIETRA,1268,1299,2567
2, , , , , ,,GILDONE,421,429,850
3, , , , , ,,JELSI,880,917,1797
4, , , , , ,,SAN GIOVANNI IN GALDO,284,340,624
5, , , , , ,,TORO,709,741,1450
0,4140196090,MOLISE,CAMPOBASSO,UNIONE DEI COMUNI MONTANI CASTELLO DI GERIONE,1-Feb-2016,5,,1972,2015,3987
1, , , , , ,,CASACALENDA,1085,1122,2207
2, , , , , ,,MONTORIO NEI FRENTANI,230,236,466
3, , , , , ,,MORRONE DEL SANNIO,327,321,648
4, , , , , ,,PROVVIDENTI,68,54,122
5, , , , , ,,RIPABOTTONI,262,282,544
0,4140196100,MOLISE,CAMPOBASSO,UNIONE DEI COMUNI TIFERNUM,23-Feb-2022,5,,2280,2509,4789
1, , , , , ,,CASTELLINO DEL BIFERNO,290,299,589
2, , , , , ,,LUCITO,340,394,734
3, , , , , ,,MATRICE,547,563,1110
4, , , , , ,,MONTAGANO,542,608,1150
5, , , , , ,,PETRELLA TIFERNINA,561,645,1206
0,4140946030,MOLISE,ISERNIA,ALTO VOLTURNO,1-Gen-2003,8,,3164,3207,6371
1, , , , , ,,ACQUAVIVA D'ISERNIA,235,220,455
2, , , , , ,,CASTEL SAN VINCENZO,265,280,545
3, , , , , ,,FILIGNANO,339,350,689
4, , , , , ,,FORLI' DEL SANNIO,346,389,735
5, , , , , ,,FORNELLI,947,978,1925
6, , , , , ,,MONTENERO VAL COCCHIARA,283,275,558
7, , , , , ,,PIZZONE,173,162,335
8, , , , , ,,RIONERO SANNITICO,576,553,1129
0,4140946010,MOLISE,ISERNIA,PENTRI,1-Gen-2000,5,,2492,2578,5070
1, , , , , ,,CARPINONE,582,644,1226
2, , , , , ,,MIRANDA,527,537,1064
3, , , , , ,,PESCHE,799,778,1577
4, , , , , ,,PETTORANELLO DEL MOLISE,237,222,459
5, , , , , ,,SESSANO DEL MOLISE,347,397,744
0,1010026050,PIEMONTE,ALESSANDRIA,ALTO MONFERRATO ACQUESE,1-Gen-2001,6,,4325,4340,8665
1, , , , , ,,ALICE BEL COLLE,408,366,774
2, , , , , ,,CASSINE,1514,1534,3048
3, , , , , ,,MORSASCO,359,353,712
4, , , , , ,,RICALDONE,355,320,675
5, , , , , ,,RIVALTA BORMIDA,695,722,1417
6, , , , , ,,STREVI,994,1045,2039
0,1010026220,PIEMONTE,ALESSANDRIA,BASSA VALLE SCRIVIA,17-Mar-2014,3,,2989,3118,6107
1, , , , , ,,ALZANO SCRIVIA,193,187,380
2, , , , , ,,CASTELNUOVO SCRIVIA,2641,2773,5414
3, , , , , ,,GUAZZORA,155,158,313
0,1010026190,PIEMONTE,ALESSANDRIA,BASSO MONFERRATO,1-Gen-2013,2,,613,645,1258
1, , , , , ,,ALFIANO NATTA,359,395,754
2, , , , , ,,ROBELLA,254,250,504
0,1010026180,PIEMONTE,ALESSANDRIA,CAMINO CONIOLO PONTESTURA E SOLONGHELLO,1-Gen-2013,4,,1458,1524,2982
1, , , , , ,,CAMINO,389,413,802
2, , , , , ,,CONIOLO,222,229,451
3, , , , , ,,PONTESTURA,742,766,1508
4, , , , , ,,SOLONGHELLO,105,116,221
0,1010026170,PIEMONTE,ALESSANDRIA,CINQUE TERRE DEL MONFERRATO,1-Gen-2013,5,,1509,1669,3178
1, , , , , ,,OLIVOLA,63,60,123
2, , , , , ,,OZZANO MONFERRATO,713,793,1506
3, , , , , ,,SALA MONFERRATO,188,189,377
4, , , , , ,,TERRUGGIA,412,489,901
5, , , , , ,,TREVILLE,133,138,271
0,1010026120,PIEMONTE,ALESSANDRIA,COMUNITA' COLLINARE DEL GAVI,1-Gen-2004,4,,3858,3929,7787
1, , , , , ,,CAPRIATA D'ORBA,927,999,1926
2, , , , , ,,FRANCAVILLA BISIO,250,268,518
3, , , , , ,,GAVI,2357,2350,4707
4, , , , , ,,TASSAROLO,324,312,636
0,1010026080,PIEMONTE,ALESSANDRIA,COMUNITA' COLLINARE DELLA VALCERRINA,1-Gen-2002,7,,2320,2393,4713
1, , , , , ,,CERRINA MONFERRATO,746,749,1495
2, , , , , ,,GABIANO,596,616,1212
3, , , , , ,,MONCESTINO,110,118,228
4, , , , , ,,ODALENGO GRANDE,240,247,487
5, , , , , ,,PONZANO MONFERRATO,179,201,380
6, , , , , ,,SERRALUNGA DI CREA,280,299,579
7, , , , , ,,VILLAMIROGLIO,169,163,332
0,1010026130,PIEMONTE,ALESSANDRIA,COMUNITA' COLLINARE IL GIRASOLE,1-Gen-2005,3,,1139,1243,2382
1, , , , , ,,BORGORATTO ALESSANDRINO,289,328,617
2, , , , , ,,FRASCARO,206,240,446
3, , , , , ,,OVIGLIO,644,675,1319
0,1010026200,PIEMONTE,ALESSANDRIA,DAL TOBBIO AL COLMA,14-Giu-2013,9,,4923,5044,9967
1, , , , , ,,BELFORTE MONFERRATO,259,246,505
2, , , , , ,,BOSIO,647,593,1240
3, , , , , ,,CASALEGGIO BOIRO,203,198,401
4, , , , , ,,LERMA,422,451,873
5, , , , , ,,MOLARE,1081,1188,2269
6, , , , , ,,MONTALDEO,152,139,291
7, , , , , ,,MORNESE,358,368,726
8, , , , , ,,SILVANO D'ORBA,984,1072,2056
9, , , , , ,,TAGLIOLO MONFERRATO,817,789,1606
0,1010026070,PIEMONTE,ALESSANDRIA,TRA STURE E PO,1-Gen-2002,3,,2290,2490,4780
1, , , , , ,,BALZOLA,691,729,1420
2, , , , , ,,MORANO SUL PO,717,794,1511
3, , , , , ,,VILLANOVA MONFERRATO,882,967,1849
0,1010026160,PIEMONTE,ALESSANDRIA,UNIONE COLLINARE TERRE DI VIGNETI E PIETRA DA CANTONI,1-Gen-2013,3,,1668,1780,3448
1, , , , , ,,CELLA MONTE,258,270,528
2, , , , , ,,ROSIGNANO MONFERRATO,798,843,1641
3, , , , , ,,SAN GIORGIO MONFERRATO,612,667,1279
0,1010026300,PIEMONTE,ALESSANDRIA,UNIONE DEI COMUNI IL MONFERRATO DEGLI INFERNOT,28-Giu-2021,4,,1677,1806,3483
1, , , , , ,,ALTAVILLA MONFERRATO,261,236,497
2, , , , , ,,CASORZO MONFERRATO,306,351,657
3, , , , , ,,FUBINE MONFERRATO,776,881,1657
4, , , , , ,,OTTIGLIO,334,338,672
0,1010026250,PIEMONTE,ALESSANDRIA,UNIONE DEI COMUNI MONTANI VAL LEMME,6-Dic-2013,4,,1186,1116,2302
1, , , , , ,,CARROSIO,249,232,481
2, , , , , ,,FRACONALTO,200,152,352
3, , , , , ,,PARODI LIGURE,360,350,710
4, , , , , ,,VOLTAGGIO,377,382,759
0,1010026110,PIEMONTE,ALESSANDRIA,UNIONE DEI COMUNI TERRE DEL PO E COLLINE DEL MONFERRATO,1-Gen-2004,9,,4687,4942,9629
1, , , , , ,,BORGO SAN MARTINO,720,750,1470
2, , , , , ,,BOZZOLE,158,173,331
3, , , , , ,,FRASSINETO PO,725,746,1471
4, , , , , ,,GIAROLE,340,380,720
5, , , , , ,,MIRABELLO MONFERRATO,698,703,1401
6, , , , , ,,OCCIMIANO,664,703,1367
7, , , , , ,,POMARO MONFERRATO,197,193,390
8, , , , , ,,TICINETO,689,735,1424
9, , , , , ,,VALMACCA,496,559,1055
0,1010026150,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE,1-Gen-2006,8,,4463,4673,9136
1, , , , , ,,CARBONARA SCRIVIA,514,541,1055
2, , , , , ,,CASALNOCETO,498,517,1015
3, , , , , ,,CASTELLAR GUIDOBONO,222,205,427
4, , , , , ,,CERRETO GRUE,156,169,325
5, , , , , ,,SAREZZANO,585,608,1193
6, , , , , ,,VIGUZZOLO,1557,1652,3209
7, , , , , ,,VILLAROMAGNANO,351,349,700
8, , , , , ,,VOLPEDO,580,632,1212
0,1010026140,PIEMONTE,ALESSANDRIA,UNIONE DI COMUNITA' COLLINARE DI MUNFRIN,1-Gen-2005,2,,762,839,1601
1, , , , , ,,FRASSINELLO MONFERRATO,252,281,533
2, , , , , ,,VIGNALE MONFERRATO,510,558,1068
0,1010026270,PIEMONTE,ALESSANDRIA,UNIONE MONTANA ALTO MONFERRATO ALERAMICO,19-Gen-2016,4,,2008,2050,4058
1, , , , , ,,BISTAGNO,931,999,1930
2, , , , , ,,CASTELLETTO D'ERRO,72,78,150
3, , , , , ,,PONZONE,546,525,1071
